요양기관명,종별코드명,시도코드명,시군구코드명,읍면동,우편번호,주소,전화번호
문정약국,약국,서울,강동구,암사동,5251,"서울특별시 강동구 올림픽로 806, 까사팔공육 1층 101호 (암사동)",02-426-2180
조일약국,약국,서울,강동구,천호동,5339,"서울특별시 강동구 천호대로 1089, 지하1층 B19호 (천호동, 강동역 신동아 파밀리에)",02-484-6960
상지온누리약국,약국,서울,성북구,동소문동1가,2833,"서울특별시 성북구 동소문로 15, 1층 (동소문동1가)",02-762-7521
서초당약국,약국,서울,양천구,신정동,7938,"서울특별시 양천구 신정중앙로 107, (신정동)",02-2649-4461
온누리봄빛약국,약국,서울,은평구,수색동,3502,"서울특별시 은평구 은평터널로 16, DMC파인시티자이 상가동 304,305호 (수색동)",02-372-6474
삼천당약국,약국,서울,서초구,서초동,6609,"서울특별시 서초구 서운로 216, GDA주니어스쿨 203호 (서초동)",02-537-9358
골드로즈약국,약국,서울,서초구,서초동,6727,"서울특별시 서초구 서운로 39, 1층 101호 (서초동, 원진빌딩)",02-3487-3454
다나온누리약국,약국,서울,강서구,화곡동,7770,"서울특별시 강서구 강서로 59, 102호 (화곡동)",02-2603-8669
동성온누리약국,약국,서울,금천구,가산동,8517,"서울특별시 금천구 디지털로10길 78, 126호 (가산동)",02-6230-5755
온누리백제약국,약국,서울,도봉구,창동,1405,"서울특별시 도봉구 노해로63길 84-3, 1층 (창동)",02-992-2376
상쾌한온누리약국,약국,서울,도봉구,창동,1399,"서울특별시 도봉구 노해로63길 79, 우림빌딩 111호 (창동)",02-990-3083
강원약국,약국,서울,도봉구,창동,1473,"서울특별시 도봉구 덕릉로 238, 1층 (창동)",02-903-6479
세종로약국,약국,서울,서초구,서초동,6643,"서울특별시 서초구 서초중앙로 38, 정원빌딩 1층 (서초동)",02-3487-4233
자양열린약국,약국,서울,영등포구,양평동2가,7275,"서울특별시 영등포구 영등포로 33, 108호 (양평동2가,비즈타워)",02-2632-9595
온누리연세약국,약국,서울,강북구,미아동,1205,"서울특별시 강북구 도봉로 77, 서울유병원BK빌딩 (미아동)",02-980-7775
구원약국,약국,서울,광진구,구의동,5034,"서울특별시 광진구 광나루로 604, 진넥스 베르디엠 1층 103호 (구의동)",02-2201-0955
황인재약국,약국,서울,강남구,수서동,6349,"서울특별시 강남구 광평로51길 8, 1층 108호 (수서동)",02-3412-7430
대우실로암약국,약국,서울,서초구,서초동,6615,"서울특별시 서초구 서초대로77길 3, 1202호 (서초동, 아라타워)",070-4269-3370
메디팜보배약국,약국,서울,송파구,송파동,5666,"서울특별시 송파구 백제고분로42길 19, 1층 (송파동)",02-6404-8039
화인온누리약국,약국,서울,도봉구,방학동,1351,"서울특별시 도봉구 도당로 133, (방학동)",02-6080-6424
아름드리약국,약국,서울,강서구,마곡동,7794,"서울특별시 강서구 마곡중앙8로 85, 파인스퀘어Ⅱ 109호 (마곡동)",070-4794-9611
자인당약국,약국,서울,영등포구,여의도동,7328,"서울특별시 영등포구 여의나루로 42, (여의도동)",02-782-3728
국송약국,약국,서울,강동구,길동,5302,"서울특별시 강동구 양재대로 1550, (길동)",02-473-8842
홍주약국,약국,서울,중랑구,망우동,2165,"서울특별시 중랑구 용마산로 503, 1층 (망우동)",02-2208-2787
3층메디칼약국,약국,서울,중랑구,망우동,2182,"서울특별시 중랑구 용마산로 494, 상아빌딩 1층 (망우동)",02-434-0118
장생약국,약국,서울,동대문구,장안동,2636,"서울특별시 동대문구 장한로5길 17, 101호 (장안동)",02-2213-0695
동틀약국,약국,서울,동대문구,장안동,2636,"서울특별시 동대문구 천호대로83길 39, (장안동)",02-422-5060
서부약국,약국,서울,성북구,길음동,2729,"서울특별시 성북구 도봉로 3, 1층 (길음동)",02-980-5350
성문약국,약국,서울,노원구,상계동,1695,"서울특별시 노원구 노해로 495, 삼성빌딩 1층 102,103호 (상계동)",02-6085-6418
정암산약국,약국,서울,광진구,군자동,5006,"서울특별시 광진구 능동로 209, 세종대학교 대양 AI센터 1층 (군자동)",02-466-5110
오류온누리약국,약국,서울,양천구,신월동,8038,"서울특별시 양천구 지양로 73, 1층 (신월동)",02-2690-2110
단골온누리약국,약국,서울,양천구,신월동,8041,"서울특별시 양천구 지양로 22, 승원빌딩 1층 102호 (신월동)",2693-3137
중곡메디칼약국,약국,서울,광진구,구의동,5041,"서울특별시 광진구 구의로 23, (구의동)",02-453-4341
중앙당약국,약국,서울,강북구,미아동,1171,"서울특별시 강북구 도봉로 173, 1층 (미아동)",02-981-0708
온누리사랑약국,약국,서울,서대문구,창천동,3787,"서울특별시 서대문구 신촌로 65, 1층 (창천동)",02-336-3301
번동약국,약국,서울,마포구,대흥동,4112,"서울특별시 마포구 대흥로 192-1, 1층 (대흥동)",02-715-3959
신금호약국,약국,서울,마포구,대흥동,4106,"서울특별시 마포구 대흥로 171, 1층 (대흥동)",02-703-7582
새보라매약국,약국,서울,마포구,대흥동,4105,"서울특별시 마포구 대흥로 183, 신촌그랑자이 상가 1동 103호 (대흥동)",02-707-3682
영양과건강약국,약국,서울,용산구,이촌동,4426,"서울특별시 용산구 이촌로 280, 1층 1호 (이촌동, 명지상가)",02-795-9842
지영오행당약국,약국,서울,성북구,장위동,2756,"서울특별시 성북구 장위로 107, (장위동)",02-942-3137
가까운온누리약국,약국,서울,강서구,내발산동,7651,"서울특별시 강서구 강서로 360, 솔레드림 109호 (내발산동)",02-2658-5525
연서메디칼약국,약국,서울,강동구,성내동,5376,"서울특별시 강동구 양재대로 1377, 2층 204호 (성내동)",02-471-0313
창동남대문약국,약국,서울,관악구,봉천동,8787,"서울특별시 관악구 관악로 165, 홍빌딩 2층 (봉천동)",02-888-8830
신림당약국,약국,서울,용산구,이촌동,4425,"서울특별시 용산구 이촌로 300, 제1호 (이촌동)",02-794-1687
혜조약국,약국,서울,용산구,이촌동,4427,"서울특별시 용산구 이촌로 224, 301호 (이촌동, 리버뷰맨션)",02-798-2901
고연뿌리약국,약국,서울,강북구,번동,1224,"서울특별시 강북구 오현로34길 12, (번동)",02-984-7412
메디팜한마음약국,약국,서울,광진구,자양동,5090,"서울특별시 광진구 뚝섬로 552, (자양동, 삼희빌딩)",02-456-1255
메디팜나은약국,약국,서울,서대문구,대현동,3764,"서울특별시 서대문구 이화여대길 42, 1층 (대현동)",02-873-8881
백온누리약국,약국,서울,서대문구,대현동,3766,"서울특별시 서대문구 이화여대길 63, 3층 (대현동)",02-363-2271
진성온누리약국,약국,서울,송파구,송파동,5676,"서울특별시 송파구 송파대로 374, (송파동)",02-420-2419
감초당온누리약국,약국,서울,양천구,신월동,8030,"서울특별시 양천구 신월로 179, 1층 (신월동)",02-6956-0980
희정약국,약국,서울,광진구,중곡동,4929,"서울특별시 광진구 능동로 318, (중곡동)",02-2201-2236
행복을주는약국,약국,서울,용산구,도원동,4354,"서울특별시 용산구 새창로 70, 212호 (도원동, 도원동삼성래미안)",02-3275-3723
아림약국,약국,서울,용산구,한강로2가,4376,"서울특별시 용산구 새창로 217, 용산토투밸리 1층 (한강로2가)",02-6390-7377
조양약국,약국,서울,구로구,가리봉동,8322,"서울특별시 구로구 구로동로 33, (가리봉동)",02-838-3104
메디팜호정약국,약국,서울,성동구,성수동2가,4776,"서울특별시 성동구 성덕정17길 1, 1층 (성수동2가)",02-464-4827
행복을여는서래약국,약국,서울,중랑구,망우동,2063,"서울특별시 중랑구 망우로 505, 1층 (망우동)",02-437-1098
진영약국,약국,서울,송파구,가락동,5698,"서울특별시 송파구 송파대로 345, 상가1A동 2층 2036호 (가락동, 헬리오시티) (가락동, 헬리오시티)",02-400-3815
씨엠씨성모약국,약국,서울,노원구,월계동,1885,"서울특별시 노원구 월계로 334, 1층 104호 (월계동, 그랑디오피스텔)",02-6951-3479
조동약국,약국,서울,중구,신당동,4578,"서울특별시 중구 퇴계로 436, (신당동)",02-2237-9602
광진약국,약국,서울,동대문구,답십리동,2598,"서울특별시 동대문구 답십리로 140, 세기프라자 106호 (답십리동)",02-3394-5102
지하근화사약국,약국,서울,서초구,방배동,6567,"서울특별시 서초구 동광로12가길 42, 1층 (방배동)",02-594-3141
온누리백합약국,약국,서울,광진구,능동,4985,"서울특별시 광진구 천호대로 556, 1층 (능동)",02-457-2100
중부사약국,약국,서울,중구,황학동,4575,"서울특별시 중구 퇴계로 447, 218-1호 (황학동, 황학 아크로타워)",02-2231-6191
슈퍼빌온누리약국,약국,서울,중구,충무로4가,4624,"서울특별시 중구 퇴계로 220, 1층 (충무로4가)",02-2269-5948
동화약국,약국,서울,중구,충무로5가,4619,"서울특별시 중구 퇴계로 244, 1층 (충무로5가)",02-2267-0818
건명약국,약국,서울,도봉구,쌍문동,1436,"서울특별시 도봉구 도봉로 551, (쌍문동)",02-900-5812
수플러스온누리약국,약국,서울,노원구,월계동,1892,"서울특별시 노원구 광운로 57, 1층 (월계동)",915-8466
유니팜약국,약국,서울,구로구,구로동,8293,"서울특별시 구로구 구로중앙로 134, 4층 (구로동)",02-6678-8422
새태평양온누리약국,약국,서울,노원구,월계동,1891,"서울특별시 노원구 광운로 45, (월계동)",02-918-1322
삼성일신약국,약국,서울,관악구,신림동,8767,"서울특별시 관악구 남부순환로 1451, 1층 (신림동)",02-853-3352
왕솔약국,약국,서울,관악구,봉천동,8784,"서울특별시 관악구 남부순환로 1740, 명당빌딩 1층 (봉천동)",02-888-4959
희구약국,약국,서울,강남구,대치동,6205,"서울특별시 강남구 선릉로64길 5, (대치동, 라이온스빌딩)",555-1950
금천약국,약국,서울,강동구,천호동,5330,"서울특별시 강동구 천중로26길 23, (천호동)",02-478-8022
광주참약국,약국,서울,구로구,오류동,8341,"서울특별시 구로구 서해안로 2338, (오류동)",02-2615-0766
왕란약국,약국,서울,은평구,역촌동,3417,"서울특별시 은평구 역말로 40, 무궁화빌딩 (역촌동)",02-356-6588
제일프라자온누리약국,약국,서울,강서구,화곡동,7785,"서울특별시 강서구 곰달래로 260, (화곡동, 피앤와이빌딩)",02-2653-6008
아세아약국,약국,서울,강서구,화곡동,7749,"서울특별시 강서구 곰달래로 223, 화곡동상가 104호 (화곡동)",02-722-7585
신태양약국,약국,서울,강서구,화곡동,7741,"서울특별시 강서구 곰달래로 271, (화곡동)",02-2642-0012
태평양리드팜약국,약국,서울,강서구,화곡동,7786,"서울특별시 강서구 곰달래로 272, 1층 103호 (화곡동)",02-2062-0091
대한당약국,약국,서울,중랑구,상봉동,2138,"서울특별시 중랑구 면목로 475, (상봉동)",02-439-1177
대성옵티마약국,약국,서울,성동구,성수동2가,4775,"서울특별시 성동구 성덕정길 78, (성수동2가)",02-464-3050
명진약국,약국,서울,도봉구,창동,1481,"서울특별시 도봉구 우이천로4길 42, 1층 (창동)",02-995-4998
하늘온누리약국,약국,서울,은평구,갈현동,3328,"서울특별시 은평구 통일로87길 2, (갈현동)",02-355-5362
보현온누리약국,약국,서울,마포구,용강동,4159,"서울특별시 마포구 대흥로 34, 1층 (용강동)",02-719-7942
새서부약국,약국,서울,강남구,신사동,6022,"서울특별시 강남구 논현로 868, 1층 101호 (신사동, 구정빌딩)",070-8870-7582
은정약국,약국,서울,서초구,서초동,6611,"서울특별시 서초구 강남대로 465, 교보타워 B동 지상1층 (서초동)",02-533-1884
메디팜신정교약국,약국,서울,종로구,종로5가,3196,"서울특별시 종로구 종로 230-2, 1층 (종로5가)",02-2272-4746
가정약국,약국,서울,성북구,길음동,2725,"서울특별시 성북구 길음로 2, 1층 (길음동)",02-915-5777
명신당약국,약국,서울,금천구,독산동,8545,"서울특별시 금천구 시흥대로 436, (독산동)",02-837-5550
수복약국,약국,서울,광진구,광장동,4983,"서울특별시 광진구 아차산로69길 8, 103, 104호 (광장동)",02-457-8377
풍전약국,약국,서울,동대문구,장안동,2624,"서울특별시 동대문구 장한로 119, 3층 305호 (장안동, 삼성쉐르빌빌딩)",02-2216-3301
성수온누리약국,약국,서울,강동구,성내동,5381,"서울특별시 강동구 천호대로 1092, 106호 (성내동, SK허브진)",070-8885-5264
임상약국,약국,서울,성동구,옥수동,4736,"서울특별시 성동구 한림말길 56, 1층 (옥수동, 벽산빌라트)",02-2299-9337
신용산약국,약국,서울,은평구,응암동,3462,"서울특별시 은평구 은평로 156, 1층 101호 (응암동)",02-388-0648
새무림약국,약국,서울,동대문구,휘경동,2432,"서울특별시 동대문구 휘경로 34, (휘경동)",02-3295-4274
메디팜한진약국,약국,서울,중랑구,묵동,2034,"서울특별시 중랑구 공릉로2길 13, 도림빌딩 (묵동)",02-973-3188
승현약국,약국,서울,강남구,세곡동,6376,"서울특별시 강남구 헌릉로571길 7, 강남레체 1층 101호 (세곡동)",
세화당약국,약국,서울,구로구,구로동,8320,"서울특별시 구로구 구로동로 78, 시몬빌딩 1층 (구로동)",
온누리신용약국,약국,서울,중구,남창동,4529,"서울특별시 중구 퇴계로 61, 3층 (남창동, 금오빌딩)",02-318-9031
홍성백약국,약국,서울,마포구,염리동,4138,"서울특별시 마포구 백범로 127, 1층 (염리동)",02-713-7854
이웃사랑약국,약국,서울,광진구,중곡동,4953,"서울특별시 광진구 용마산로 4, 1층 (중곡동)",02-457-6363
영일온누리약국,약국,서울,송파구,가락동,5699,"서울특별시 송파구 양재대로 932, 105호 (가락동, 가락몰 관리업무동)",02-404-2101
